sentimen,tweet,hashtags,mentions,tweet_length
0,tolong jelaskan kalau sim dan stnk seumur hidup pajak dan penghasilan negara diperoleh dari mana ya pak prabowo,[],['@prabowo'],117
2,dengan niat yang tulus kami relawan di daerah siap menangkan jokowi amin dan menjadikan moment di sebagai tragedi yang paling berharga bagi bangsa dan negara,"['#MulaiPutihkanGBK', '#2019BaliJOIN', '#2019TetapJokowi']",[],207
2,jika prabowo dan sandiaga jadi presiden dan wakil presiden mereka akan memberikan gaji mereka kpd kaum dhuafa jika gaji mereka digabungkan dalam sebulan mereka akan mensedekahkan sebesar hampir 300 juta perbulan atau 3 6 miliar pertahun berapa banyak dhuafa yg terbantu,[],[],276
0,saya mendengar keluh kesah bapak supardi di cilebut beliau mengeluhkan harga tiket jkt48 yg mahal namun itu bukan salah pak jokowi itu salah presiden presiden sebelumnya,[],[],173
0,bang 5 dr gdp yg dihitung jokowi ttg penerimaan pajak apa benar 750 t,[],[],75
2,mbak ini ekonomi yang ditopik jokowi pas itu ekonomi makro yg dibahas udah derivatif ketiga udh rata2 laju inflasi uang bukan sekedar rakyat bisa beli spp ato gk klw mikirnya cuma sandang pangan papan indonesia kapan majunya,[],[],231
0,tp kata pak prabowo kesalahan ekonomi bukan pada jokowi tp kesalahan presiden ssbelum jokowi siapa ya presiden sebelum jokowi yg d maksud prabowo mikir keras,[],[],165
1,direktur riset smrc deni irvani mengatakan hasil survei juga menemukan beberapa faktor yg mempengaruhi elektabilitas jokowi antara lain kinerja jokowi kualitas personal jokowi kondisi ekonomi dan keamanan,[],[],330
2,prabowo sandi siap bekerja mengabdi pd rakyat ini dibuktikan beliau tidak akan menerima gaji serupiahpun,[],[],107
0,menyusun sendi ekonomi itu dari yg kecil dulu mikro jgn bicara makro pembangunan jor joran infastuktur tanpa mempedulikan usaha mikro sama aja bohong ujung2 nya import dan ini yg tidak dilakukan jokowi selama 4 5 tahun,[],[],222
2,kenapa jokowi berani naikin anggaran infra besar2an karena anggaran subsidi energi turun besar2an juga harga minyak dunia sedang turun saat jokowi memimpin saat yg tepat buat gak manjain rakyat tanpa anggaran subsidi energi yg turun jokowi mustahil bisa naikin anggaran infra,[],[],280
0,prabowo itu ngaku nasionalis tapi salah kaprah ngomong kegedean mo korban jiwa raga segala tapi selama ini dia sendiri diam di rumah mewah dengan kuda kuda mahal punya karyawan yang gajinya gak dibayar2 patriot ndasmulah,[],[],226
1,sandi tps tusuk prabowo sandi dan tidak akan mengambil gaji serupiah pun di dunia cuma ada 5 kepala negara yg tidak mau di gaji prabowo sandi yg ke 6 dan satu2 nya di asia tenggara,[],[],188
0,pks mau bebasin pajak kendaraan tapi capres nya pengen naikin tax ratio pajak mana yg bakal dikorbankan untuk nutupin pembebasan pajak kendaraan,[],[],149
0,mebeeel piyeeee paak sepiii raaa prabowo menang mebelmu mebelku kabeh pedagang mebeel rameee dagangane ekonomine apik wong do tukuu penak dodolan mebel jaman jokowii ngeluu siraah jaman sby jooss gandooss,[],[],222
1,sandi janji tak ambil gaji prabowo kita ingin mengabdi,[],[],171
1,menang pilpres 2019 prabowo sandi janji tak ambil gaji,['#17AprilPrabowoPresidenRI'],[],249
0,prabowo bahas ekonomi negara ehh si jae malah bahas mobel lejen suka sedih akutu,['#TusukPrabowoSandi'],[],102
0,exactly the same keluargaku juga bilang gaji gak bakal di naikin lagi buat pns kalo jokowi lagi sesungguhnya mereka cuma memikirkan diri sendiri dan hidup mereka tanpa memikirkan bahwa di indonesia bukan cuma ada pns lalu memakai kata kata rakyat indonesia,[],[],263
0,perekonomian hancur gara2 presiden2 terdahulu bukan salah pak pak jokowi,['#PrabowoSalahkanSBY'],['@jokowi'],120
2,jika negara dipimpin oleh orang yg ahli strategi pertahanan militer bersanding dengan ahli ekonomi insya allah akan terwujud negara yang berdaulat adil dan makmur,"['#17April2019PeoplePower', '#PrabowoSandiPresiden', '#2019GantiPresiden']",[],233
0,pantesan dia bilang dia gamau ambil gajinya ternyata buat lunasin ini toe ma amang bagak do hatami asa unang tersakiti rakyat na mamillit ho salam waras ma sian au jokowi 2 periode,[],[],255
0,min blgin pakde mu makany baca buku yg bermanfaat jgn main game mobile legend aja ga geli lu smalam denger dia ngasih kuliah ekonomi makro ngasal,[],[],165
0,selama 4 5 tahun pak jokowi persiden tdk melakukan tekanan yg cukup keras me menteri2 ekonomi terutama sri muliani mestinya tanya menteri2 kenapa bnyk pembangunan infrastruktur triliunan uang dibenamkan tapi pertumbuhan hanya 5 saya bisa jawab,[],[],315
0,anak kecanduan game kok yg disalahin pemerintah yg salah hrsny siapa hayoo konteks pak jokowi bukan kecanduan game tapi mau majuin ekonomi skr buanyaakk banget alternatif bidang usahanya harusnya walaupun udah emak2 pemahaman konteks n wawasannya tetep dijaga ya bu,[],[],271
1,di dunia cuma ada 5 yg tidak di gaji jadi kepala negara dan yg ke 6 prabowo sandi,['#TusukPrabowoSandi'],[],104
1,ekonomi makro dan mikro jokowi,[],[],58
1,prabowo sebut ekonomi indonesia salah arah kesalahan presiden terdahulu,[],[],203
0,bagaimana menurut anda terkait pernyataan prabowo yg bilang indonesia harus mencontoh perekonomian di china bagaimana analisis underwhat condition nya terus empirical mechanism nya bagaimana temporal location bagaiamanamohon dijawab ya siapa tau keluar pas uas wkwkwk,[],[],271
0,iya tuh tp yg lucu cerita ekonomi makro dan mikro eh pak prabowo gk ngertu blas bang sandi ngerti tp yg di contohin tetep emak2,[],[],146
1,prabowo sandi jika terpilih gajinya tidak akan di ambil tapi akan di sumbangkan ke kaum duafa,[],[],95
2,kami para pemain mobile legend dan pubg seindonesia mendukung penuh pak jokowi menjadi presiden e sport karena hanya bapak yang peduli pada nasib kami mudah mudahan harga diamond uc menjadi murah terjangkau oleh,[],[],283
0,om wowo menyebut kesalahan arah ekonomi indonesia tidak semata salah jokowi tetapi juga presiden presiden sebelumnya wah kacau bocahsosmed sukangetweet saaebunglon,['#PrabowoSalahkanSBY'],"['@jokowi', '@bocahsosmed', '@sukangetweet', '@saaebunglon']",216
0,the real duo plonga plongo ngurus negara mau pake ekonomi mikro kelas rumah tangga makanya mandala airlines bangkrut pabrik kertas di berau bangkrut juga,[],[],156
2,jokowi optimis indonesia masuk empat besar ekonomi dunia pada 2045,[],[],199
0,pak jokowi menjelaskan apa yang telah capres 02 paparkan dalam persoalan keuangan dan investasi itu sangat membahayakan dan sangat di luar nalar yang akan mengakibatkan shock ekonomi tentunya kita tidak ingin hal itu terjadi,['#PrabowoSalahkanSBY'],['@jokowi'],248
1,pak wowo dalam debat mengatakan orientasi ekonomi indonesia tidak berada di jalur yg benar akibat ulah presiden2 sebelum pak jokowi jokowi tidak bersalah jokowi tidak bersalah,['#PrabowoSalahkanSBY'],"['@jokowi', '@jokowi']",227
1,dalam debat om wowo menilai kegagalan perekonomian saat ini bukan hanya menjadi tanggung jawab capres petahana jokowi wah kacau bocahsosmed sukangetweet saaebunglon,['#PrabowoSalahkanSBY'],"['@jokowi', '@bocahsosmed', '@sukangetweet', '@saaebunglon']",190
1,harga tiket pesawat yang tinggi telah mengurungkan banyak niat orang melakukan pencoblosan dimana terdaftar sebagai pemilih artinya hak suara mereka hilang karena tidak mampu membeli tiket pesawat sementara tidak bisa melalui jalan darat jokowi budikaryas kemenhub151,[],"['@jokowi', '@BudiKaryaS', '@kemenhub151']",270
0,kata wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak termasuk presiden sebelum jokowi lah ekonomi indonesia masa pak jokowi baik baik aja tuh malah ngehoaks dengan menyalahkan presiden terdahulu,['#PrabowoSalahkanSBY'],"['@jokowi', '@jokowi']",302
0,bapak sumantri dari senayan curhat sama saya jaman sebelum jokowi presiden harga pajama drive cuma 50 ribu sekarang jadi 80 ribu,[],[],131
0,pak sandi mohon dicatat pak keluhan saya ponidibiar beso2 bapak bisa sampaikan di pidato atau mana2 saya mengeluh di rejim ini harga rolex kok naik naik terus dan persediannya utk type2 tertentu kok kosong trus pak dengarkan keluhan pak ponidi dan temen2 seindonesia,[],['@ROLEX'],276
1,ternyata ini kelemahan prabowo dan sandi tak disangka warta ekonomi,[],[],177
0,ferdinandhaean kami iba sby tidak di hargai oleh prabowo kami rakyat saja begitu menghargai beliau krn telah memimpin bangsa ini selama 10 tahun tentunya banyak hal yg sdh di lakukan terhadap bangsa ini tak akan ada anak buah yg tidak marah jika bosny,[],['@Ferdinand_Haean'],255
1,pengusaha puji kinerja ekonomi di era jokowi,"['#01IndonesiaMaju', '#KerjaNyataJokowi']",[],185
1,wowo dalam debat mengatakan orientasi ekonomi indonesia tidak berada di jalur yang benar akibat ulah presiden2 sebelum pak jokowi,['#PrabowoSalahkanSBY'],['@jokowi'],178
0,gaji kecil gadiambil tp tunjangan milyaran/bln diambil kan munafik jd pres bisa kkn monopoli markup u lunasin utng petusahaan wo rugi 14t uno saratoga rugi 6t urus perusahaan sj rugi ntar urus neg punah,"['#02menangRadikalOrbaAsengBerkuasa', '#WoWinPANCASiLAvsKilafahWAR', '#WoWinIndPunah']",[],306
2,sudah terbukti di wagub dki gaji gak diambil emang debat jualan bakso anaknya diangkat saham games juga diangkat emang rakyat kenyang main games kocak betul kelas presiden,[],[],187
0,jdi bung rachlannashidik ekonomi indonesia hancur itu ulah sby ya bkn jokowi sby dua periode tdk mampu mmbuat rakyat sejahtera ekonomi bobrok itu kata pk prabowo yg dismpaiknnya penuh semgat,['#jgnpilihdemokrat'],['@RachlanNashidik'],218
1,ketua tkn jokowi khmarufamin erick thohir menyayangkan pernyataan calon oposisi om wowo yang menyalahkan para presiden sebelum jokowi soal perekonomian negara wah kacau bocahsosmed sukangetweet saaebunglon,['#PrabowoSalahkanSBY'],"['@jokowi', '@KHMarufAmin_', '@bocahsosmed', '@sukangetweet', '@saaebunglon']",234
2,gaji prabowo dan sandi akan disumbangkan inilah pemimpin,['#2019GantiPresiden'],[],79
0,ketika petinggi partai demokrat menerima kenyataan hinaan prabowo terhadap sby itu pertanda sby sdh tidak di hargai oleh kadernya dan marwah partai demokrat jatuh tersungkur dan mencederai perjuangan demokrat,[],[],273
1,jokowi prabowo takut blunder masalah ekonomi tak terkupas,"['#DebatPilpres2019', '#DebatTerakhirPilpres2019']",[],209
2,sy paham maksuf pak prabowo dia tdk bermaksud untuk serang pak sbyudhoyono dia hny menyampaikan bhw strategi ekonominya hrs dirubah dr sistem lama masa sby pertumbuhan bagus itu lbh diaebabkan sby py posisi kuat secara politik sehingga keepmimpinannya masih efektif n stabil,[],"['@prabowo', '@SBYudhoyono']",280
1,kalau terpilih prabowo sandi tidak akan pernah ambil gaji via idntimes,[],['@idntimes'],187
2,apa bisa dengar lae poltak kan kupingnya sudah di potong uups janji palsu debat semalam membuktikan yang cerdas dan ikhlas untuk negara ini siapa prabowo sandi kalau terpilih gajinya buat rakyat,[],[],201
0,kenaikan gaji kalian dirapel besok cuma naik 5 itupun hanya sekali selama 4 5 tahun rezim dungu berkuasa sementara akumulasi inflasi selama 4 5 tahun itu 13 jadi kenaikan gaji kalian masih tekor 13 4 58 5 demikian info dari jeng sri,[],[],250
2,ahaha dikuliahin pakde ekonomi makro,[],[],40
2,sdh seharusnya kok malah duluan aku ya memutuskan memilih jokowi dgn seorang yg tahu banyak tentang ekonomi indonesia,[],[],122
0,im just gonna express my confussion sige why is jokowi kekeuh that prabowo and sandi gak ngerti macro micro economy when sandi udh berkecimpung di dunia ekonomi all his life masih bingung banget,[],[],199
1,bila menang pilpres prabowo sandi janji tidak ambil gaji via bali netizen,[],['@Bali'],126
1,video jokowi sebut nilai ekonomi gamers capai belasan triliun,"['#01IndonesiaMaju', '#KerjaNyataJokowi']",[],205
1,bila menang pilpres prabowo sandi janji tidak ambil gaji via metrobali,[],['@metrobali'],107
1,bumn kuat sebagai benteng ekonomi tusuk prabowo sandi,[],[],55
1,hal yg sama digunakan senjata pendukung paslon 02 menyerang nawacita presiden jokowi framing beliau ingkar janji mengabaikan obyektivitas beratnya tekanan ekonomi dunia yg tdk kondusif,[],[],187
0,aneh sekelas fadlin zon kaya emak yg ga ada gawean mulut nya leeemeess mendukung pilihan boleh aza tapi gak segitunya juga kali jadi apa di comen wakil rakyat nya aja gak bisa mencontohkan kepada rakyat untuk bisa menghargai pemimpin negara nya,[],[],261
1,pak prabowo sandiuno boleh ya pak nanti sebagian gaji bapak didonasikan ke saya buat nerusin sekolah lagi,[],"['@prabowo', '@sandiuno']",113
1,yang jadi pokok penting dari pertanyaan pak jokowi itu industri ekonomi digital e sport seperti mobile legend hanya contoh dalam industri ekonomi digital,[],[],155
2,kreatip nian petani kita buat bpk prabowo sandi jangan cuma turunkan harga sembako tapi tingkatkan pendapatan petani sbg produsen saya yakin bpk punya rumusnya kami petani siap memdukung swasembada pangan,[],"['@Prabowo', '@Sandi']",212
1,pernyataan capres prabowo bhwa kesalahan ekonomi di indonesia saat ini terjadi bukan semata karena kesalahan calon presiden petahana jokowi tp kesalahan presiden2 sebelumnya membuat banyak orang terkejut krn seolah2 juga,['#PrabowoSalahkanSBY'],['@prabowo'],277
0,wah bisa dimasalahin sama kampret neh tp nggak tau juga neh wkwkwkwk prabowo ingin pertumbuhan ekonomi 2 digit fadli zon itu sulit tapi,[],[],322
1,setelah prabowo terpilih menjadi presiden lakukan audit menyeluruh kepada twitterid atas seluruh kewajibannya kepada indonesia termasuk seluruh kewajiban perpajakannya,[],['@twitterID'],171
0,semalam tiap jae omong ttg ekonomi prabowo sandi cuma senyum simpul itu tandanya apa om,[],[],88
2,pertama dlm sejarah indonesia presiden dan wakil presiden tidak ambil gaji malah diserahkan pd negara dan mungkin ini yg pertama di dunia yg keduanya tidak ambil gaji barokallah prabowo dan sandiuno semoga amanah demi masa depan negara,['#2019PrabowoPresidenRI'],"['@prabowo', '@sandiuno']",325
2,sandiuno prabowo yth pak prabowo dan pak sandy hari hati kami ketika bapak berkomitmen tidak mengambil gaji jika terpilih nanti semoga allah menjadikan bapak berdua pemimpin umat pemimpin bangsa yg amanah amiin,[],"['@sandiuno', '@prabowo']",217
2,kalau niatan mau memajukan pengembang lokal itu bagus danai riset dan pengembangan game mereka bisa mulai dr game2 android itu baru bisa mengembangkan ekonomi seperti digital happynes dgn dreadout atau touchten dengan game2 androidnya dan game2 mereka bkan game2 e sport,[],[],279
2,allah swt sdh begitu baik kpd prabowo sandi msyarakat indonesia telah memberi ruang seluas luasna kami brkomitmen brdua utk kami tdk akan mengambil gaji serupiah pun jika kami mendptkan amanah ini kami akan mberikannya kpd negara kaum yatim kaum duafa,['#TPSTusukPrabowoSandi'],[],279
0,jokowi nanya ekonomi digital ga penting wadooowwwwww,[],[],53
0,pakta integritas wo pulangkan nb brizik jd menag kilafah bebaskan ulama kriminal hpl psl 33 tp gaji gadiambil tp tunjangan milyaran/bln diambil munafik,"['#PrabowoketurunanKafirCinaMonster', '#WoUnoOrbaKuasaiLahanLuasSimpanDiPanamaSerakahGaNasionalis', '#02menangRadikalOrbaAsengBerkuasa']",[],307
0,berbanding terbalik sama faktanya bahwa wowo sama sandi menerima sumbangan dari rakyat untuk kampanye apa ga malu dengan komment mereka yg ga mau menerima gaji tapi untuk kampanye aja mereka mengharapkan sumbangan dari rakyat,[],[],230
2,mereka cm minta kejelasan gaji mreka 4thn trkhr ke prabowo karna sebagai pemilik perusahaan skrng klo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti tka lebih parah lagi nantinyaa makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa,[],[],263
2,cebong cebong masalah pidato prabowo menyalahkan kita semua tentang arah ekonomi digoreng terus koalisi adil makmur itu negarawan semua pola pikirnya maju ke depan klw memang ada yg salah dari dulu ya harus diperbaiki bukan diteruskan,[],[],243
1,tutup debat prabowo sindir jokowi soal dana desa sandiaga janji tak ambil gaji,[],[],230
0,denger tuh pak jae nanti gaji dari pak prabowo dan sandiaga gak akan diambil diserahkan kepada fakir miskin dan orang yang tidak mampu gak kayak ente kekayaan nya nambah banyak,[],[],187
1,prabowo sandi kami komit tidak mengambil gaji allah swt begitu baik kepada prabowo sandi indonesia memberikan keleluasan kepada kami kami komit tidak mengambil gaji kami akan setorkan kepada negara sandiuno,['#TusukPrabowoSandi'],['@sandiuno'],266
1,jokowi jagokan kawasan khusus ekonomi pariwisata,[],[],100
1,jokowi memantabkan ekonomi prabowo salahkan masa lalu,[],[],190
0,beneran gk akan ambil gaji sumpah pocong dulu sblm berjanji gmn,[],[],73
0,ga masuk otak lu pak jokowi nanya ekonomi digital di bidang e sport perputaran uangnya besar hadiah e sport bisa di atas 1m lebih pemerintah mau memungut pajak dari situ kalo nonton debat itu perhatiin bos,[],[],208
0,tema debat semalam itu tentang perekonomian kenapa paslon01 melenceng nanyain rakyat butuh bukan main game apa main game gratis prabowo sandiuno,"['#Mobilelegend', '#PUBG', '#hargasembakomurah', '#hargabbmmurah', '#listrikmurah', '#KapalOlengJendral', '#kuotamahal']","['@prabowo', '@sandiuno']",255
0,siap2 inflasi ekonomi kalo semua bahan dimurahin dikira bahan2 dimurahin adalah jawaban yg tepat,[],[],102
0,gaji boleh ga diambil tp nanti semua perusahaan pribadi untungny berkali2 lipat mau bikin ap di mudahin ala2 orba kali yah sekeluarga jadi kaya melintir,[],[],155
1,erizeli jely bandaro admin 9 hrs perbedaan sikap dalam debat kajian dari debat capres apa yang dimaksud jokowi dengan istilah makro makro itu adalah kebijakan ekonomi makro atau makroekonomi yang meliat,[],[],279
0,dalam debat jokowi melakukan kesalahan fatal seharusnya jokowi juga bilang bahwa harga listrik indonesia adalah salah satu yg termurah di dunia ingat bahwa yg nonton acara debat adalah juga rakyat yg wawasannya sedikit mereka pasti simpati ke sandi,[],"['@jokowi', '@jokowi']",257
1,junjungannya tahu ekonomi makro main mobile legend deh,['#YourTurnBro'],[],67
1,gaji gk di ambil tp yg di ambil uang negara dan masyarakat,[],[],59
0,info nih ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin2 terdahulu jd utk penggemar 02 jgn salahkan jokowi lagi ya sukangetweet bocahsosmed saaebunglon,['#PrabowoSalahkanSBY'],"['@jokowi', '@sukangetweet', '@bocahsosmed', '@saaebunglon']",247
2,pulang dr lihat penampilan bp prabowo dan sandiuno aduh senang banget ndak ambil gaji gitu masyaalloh,[],"['@prabowo', '@sandiuno']",110
1,empat kritik prabowo soal ekonomi terhadap jokowi di debat kelima,[],[],245
2,betul bu jadi salahin ibu2 yg pd males ngurus anak ya bukan karena gak mampu secara ekonomi berarti salah persepsi nih anies dan pak prabowo,[],[],146
2,closing yang cetar membahana mau cari kerja gampang mau pemerintahan bersih mau harga harga bahan pokok terjangkau mau harga listrik turun mau bpjs diperbaiki ayok ke tps tusuk prabowo sandi prabowo sandiuno,['#TusukPrabowoSandi'],"['@prabowo', '@sandiuno']",285
1,prabowo sandi pasangan militer dan ekonomi sesuai kebutuhan bangsa utk saat ini dan kedepannya,[],[],158
2,info nih semakin mantap pilih jokowi ketika paslon 01 bahas ekonomi makro secara global paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2 sukangetweet bocahsosmed saaebunglon,['#PrabowoSalahkanSBY'],"['@jokowi', '@sukangetweet', '@bocahsosmed', '@saaebunglon']",237
2,mksd p jkw bgs ingin mengembangkan ekonomi digital termasuk game maksud p prbwo jg bgs ingin mngembngkn e sport tapi fokus p prbowo ingin prbaiki dlu hal mndasar sperti pangan utk seluruh rakyat trmsuk para gamers yg menikmati game kan hnya sglntir tp pangan utk smua rakyat,[],[],276
2,capres 02 bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tapi salah pemimpin2 terdahulu jd utk penggemar 02 jangan salahkan pak jokowi lagi ya krn bosmu udah bilang itu bukan salah jokowi tapi,['#PrabowoSalahkanSBY'],"['@jokowi', '@jokowi', '@jokowi']",265
0,mau ngapain juga gaji yg cuma beberapa juta itu tp kl tunjangan jabatan yg beratus2 juta pasti ambil yaaakan,[],[],110
1,prabowo sandi janji tak ambil gaji jika terpilih,[],[],126
2,clossing statement prabowo sandi subhanallah tidak akan ambil gaji serupiah pun gaji akan diberikan kpd kaum dhuafa yatim piatu subhanallah melaksanakan pakta integritas hasil itjima ulama masya allah allahu akbar,['#BeraniPilih02'],[],290
2,yes saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun 17 april ke tps kuy tusuk prabowo sandi,"['#DebatFinalPilpres2019', '#HoaxJkwMenangTotalDebat']",[],214
2,iya lah ga ambil gaji yg ambilin ajudan nya wkwkm,[],[],49
1,ekonomi salah arah prabowo salahkan presiden presiden sebelum jokowi,['#PrabowoSalahkanSBY'],[],214
2,alhamdulillah smoga terlaksana cita2 aamiin janji tak ambil gaji jika menang pilpres prabowo bukti kita tulus,"['#prabowosandi', '#PrabowoSandiMenangDebat', '#HoaxJkwMenangTotalDebat']",[],203
2,jika terpilih prabowo sandiaga janji tak ambil gaji gak ada yg kek beginian di tetangga sebelah mantul bang,[],[],141
2,setuju pak jokowi nomer satu adalah persatuan bangsa urusan presiden nomer dua saja nkri harga mati merdeka,[],['@jokowi'],124
2,setuju bang sandi emg paham betul soal ekonomi pak prabowo paham betul masalah pertahanan dan keamanan pas pokoknya,[],[],118
1,pak jokowi semalam tanya soal e sport sebenarnya arahnya mau ke perkembangan investasi ekonomi digital tapi dijawab dengan kebutuhan pangan,[],[],145
1,mungkin nanti kalo pak jokowi kepilih lagi alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi jadi indonesia makin maju tos dulu dong gw dah cocok jd presiden blm,[],[],181
0,nggak terima gaji tapi ngeruk yg lain,[],[],41
0,itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang lain dgn p jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara,[],[],274
2,isu sdg dibahas saat pk jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan,[],[],115
0,sumber uangnya jelas dan jumlahnya cuma 50 milyar dibanding wowo genderuwo yg 1 9 trilyun dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu,[],[],168
1,pajak income naik pajak kendaraan naik pbb naik pajak usaha naik,[],[],68
0,insinyur kehutanan mau ngajari pengusaha besar yg doktor dan mba ttg ekonomi makro yang waras sopo tgl 17/4 datangi tps tusuk prabowo sandi,[],[],150
2,blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat yg sdh hd presiden saja blm pernah dengar cek akal sehat prabowo sandi tak mau digaji berapa gaji presiden sekarang,[],[],231
0,insinyur kehutanan bener gak sih mau ngajari pengusaha besar yg doktor dan mba ttg ekonomi makro yang waras sopo tgl 17/4 datangi tps tusuk prabowo sandi,[],[],169
0,pilih pemimpin yang mengabdi bukan seperti jokowi ngemis gaji,['#BeraniPilih02'],[],108
0,lah itu naik pesawat sewa hotel bisa terus ekonomi indonesia mana yang darurat,[],[],81
2,bpk pasti menang sayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang2 bpk sehingga saat ini anak bangsa terpecah dan saling benci dan luka ini sulit sembuh spt aremania vs bonek hargailah org yg maju utk menjadi calon cawapres,[],[],269
2,even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden nkri berdasarkan uu capres abadi tidak digaji oleh negara,[],[],185
1,cek fakta prabowo sebut banyak aset wni di luar negeri ini data ditjen pajak,[],[],266
0,di tanya ttg e sport jawabnya ttg pertanian dan ekonomi sebenarnya prabowo ini kuliahnya di universitas mana sih pertanyaan ama jawaban gk nyambung amat klenger apa keblinger,[],[],203
1,itu tendangan pinalti prabowo pokoknya fokus pd pangangizi murah harga2 terjangkau pertanian sbg produk unggulan negara bhs millenialegp e support jk hny sok2an esupport hrus terafiliasi dg produk unggul bukan cetakcetek gadget kpuid bappenasri,[],"['@KPU_ID', '@BappenasRI']",323
1,klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu,[],[],152
1,kalau ekonomi gk tumbuh anda gagal membuat ekonomi lebih baik pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya,[],[],221
0,emang gue pikirin gue cuma mikir jd presiden soal kerja itu sih ga masalah rakyat ind sih akan diem saja mbok sby ajah tidur mulu bisa 10 thn lha pa jokowi kerja keras malah ga dihargai mendingan bobo deh makanya wowo ga usah dipilih tau,[],[],247
1,sepertinya ml pubg dan dota lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak jokowi,[],['@jokowi'],121
1,lah nalarnya jg di mana yg dibahas ttg ekonomi makro tp malah ngomongin mikro ibu2 ngeluh harga2 pd naik ra nyambung geblek ibarat motong rumput mestinya pake cengkrong ini malah pake gunting kuku,[],[],204
1,prabowo strategi ekonomi indonesia sudah lama salah arah,[],[],104
0,yg membuat ekonomi maju itu membangun industri game bukan bangun e sport ampun dah pak jokowi yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis atau bikin pabrik alat olahraga,[],[],189
0,pertanyaan 01 emang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti2 yg ada kalau game ol gak pengaruh pd ekonomi indonesia secara umum,[],[],177
0,gaji gak di ambil sudah kaya lah napa kmrn minta sumbangan untuk dana kampanye,[],[],82
2,terimakasih bapak prabowo subianto dan bang sandiaga uno salahuddin uno gaji bpk tdk akan diambil dan untuk kepentingan masyarakat indonesia terimakasih dan terimakasih rakyat indonesia menanti bapak sebagai presiden indonesia yg adil makmur dr sabang sampai merauke,[],[],270
2,pengakuan yg jujur bahwa sembako mahal sehingga perlu kartu karena permintaan terhadap kartu meningkat maka sesuai hukum supply dan demand harga kartu pun akan naik dan perlu diciptakan kartu baru begitu seterusnya,[],[],219
1,kalau ada kasus 1 dr 3 anak di ibukota tidak sarapan probabilitasnya 1 kelg nya tidak mentradisikan sarapan 2 kelg kurang mampu dan itu menjadi tggjwb gub dki 3 persoalan ekonomi bangsa 4 lainnya,[],[],205
2,lah jawab dong kan ada pertanyaan tuh di atas ada data coba jelaskan pake analisis ilmu ekonomi gitu maaf ya debatnya jokowi mah selalu ada data bisa bedain kemakan hoax sma based on data jgn2 di lo data itu hoax dan hoax itu data haha menarik,[],[],254
2,bu regina kudhu pilih jokowi nih uda dibantuin jelasin soal makroekonomi,[],[],140
1,ardy merespon pernyataan yang dilontarkan capres 02 saat berdebat soal kondisi ekonomi indonesia yang dinilainya slah bowo mengaku tdk menyalahkan jokowi ini merupakan salah semua pihak termasuk kesalahan presiden sebelum jokowi,['#PrabowoSalahkanSBY'],[],276
2,doyan amat bang sandi bodohi org gak usah minta simpati buktikan dengan kerja nyata saja makanya pak jokowi favorit gak ada artinya gak ambil gaji dengan potensi kebocoran di tangan anda,[],[],191
0,gaji pres hanya cukup unt beli tusuk gigi buat prabowo,[],[],54
0,pa prabowo autokritik bapaknya saja lama jadi mentri ekonomi dikira cuma sby yang jadi presiden,[],['@prabowo'],99
1,info nih ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin2 terdahulu jd utk penggemar 02 jangan salahkan jokowi lagi ya sukangetweet bocahsosmed saaebunglon,['#PrabowoSalahkanSBY'],"['@jokowi', '@sukangetweet', '@bocahsosmed', '@saaebunglon']",248
2,diharapkan karyawan meniru seperti prabowo dan sandi untuk tdk mengambil gaji sepeserpun,[],[],88
0,sindiran prabowo kepada petahana yang tidak bisa memperbaiki ekonomi negeri ini,[],[],80
